corpus_id,definition,class,present,present_1sg,imperfective,perfective,imperative,infinitive
1254,he/she is straining it,cause[pres2],khanvhsolvhstih,tsinvhsolvhstih,khanvhsolvhst,unhvhsolvhst,hinhvhsolvhst,unhvhsolvhst
1254,he/she is straining it,cause[pres2-perf3],khanvhsolvhstih,tsinvhsolvhstih,khanvhsolvhst,unhvhsolvhsth,hinhvhsolvhst,unhvhsolvhst
1256,he/she is curing him/her,i-vka,khanvw,tsinvw,khanvw,unhvw,hinvw,unhvw
1258,he/she is breathing,rev-e,khawolat,ka'wolat,khawolat,uwholat,hawholat,uwholat
1261,he/she is parting with him/her,become-ki,khte,tsiyvte,khte,uwhte,hiyvte,uwhte'i
1261,he/she is parting with him/her,become-ki[inf2],khte,tsiyvte,khte,uwhte,hiyvte,uwhte
1261,he/she is parting with him/her,become-ki[inf4],khte,tsiyvte,khte,uwhte,hiyvte,uwhte'
1262,he/she is using it,cause,kht,kvt,kht,uwht,hvht,uwht
1262,he/she is using it,cause[perf3],kht,kvt,kht,uwhth,hvht,uwht
1262,he/she is using it,cause[pres2],khtih,kvtih,kht,uwht,hvht,uwht
1262,he/she is using it,cause[pres2-perf3],khtih,kvtih,kht,uwhth,hvht,uwht
1263,he/she is putting out a fire,glottal-sk,khtlati,kvtlati,khtlati,uwhtlat,hvhtlat,uwhtlati
1263,he/she is putting out a fire,long,khtl,kvtl,khtl,uwhtl,hvhtl,uwhtl
1263,he/she is putting out a fire,long-no-a,khtla,kvtla,khtla,uwhtla,hvhtla,uwhtla
1264,he/she is sharpening it,ih-vh,khtl,kvtl,khtl,uwhtl,hvhtl,uwhtlv
1264,he/she is sharpening it,ih-vh[inf2],khtl,kvtl,khtl,uwhtl,hvhtl,uwhtl
1265,it is going out,sk-s-hi-hihst,khtlo,,khtlo,uwhtlo,hvhtlo,uwhtlo
1265,it is going out,sk-s-hst[imp3],khtlo,,khtlo,uwhtlo,hvhtlo,uwhtlohi
1265,it is going out,sk-s-hst,khtlo,,khtlo,uwhtlo,hvhtlohi,uwhtlohi
1266,he/she is putting it into a fire,vsk,khtv',kvtv',khtv',uwht,hvhtv',uwht
1266,he/she is putting it into a fire,vsk[imp2],khtv',kvtv',khtv',uwht,hvht,uwht
1266,he/she is putting it into a fire,vsk-long,kht,kvt,kht,uwht,hvhtv',uwht
1266,he/she is putting it into a fire,vsk-long[imp2],kht,kvt,kht,uwht,hvht,uwht
1266,he/she is putting it into a fire,vsk-post-v,khtv,kvtv,khtv,uwhtv,hvhtv,uwhtv
1267,he/she is mingling with a group,be-at,khelat,ke'lat,khelat,uwhelat,helat,uwhelat
1267,he/she is mingling with a group,be-at-weak,khelatit,ke'latit,khelatit,uwhelatit,helatit,uwhelatit
1270,he/she is linking it,hvsk-han,khil,kv'il,khil,uwhil,hvhil,uwhil
1285,it is hanging,aspectless,khtho',,khtho',,hatho',
1286,he/she is hanging it up,glottal-sk,khthohsati,kathohsati,khthohsati,uwhthohsat,hathohsat,uwhthohsati
1286,he/she is hanging it up,long,khthohs,kathohs,khthohs,uwhthohs,hathohs,uwhthohs
1286,he/she is hanging it up,long-no-a,khthohsa,kathohsa,khthohsa,uwhthohsa,hathohsa,uwhthohsa
1301,there are,aspectless,nani',notsi',nani',,nitsi',
1308,he/she is taking it off,rev-e,nikvnht,nikvnht,nikvnht,nuwanht,nhvnht,iyuwanht
1309,he/she is putting it on,cause,nikvnht,nikvnht,nikvnht,nuwanht,nhvnht,iyuwanht
1309,he/she is putting it on,cause[perf3],nikvnht,nikvnht,nikvnht,nuwanhth,nhvnht,iyuwanht
1309,he/she is putting it on,cause[pres2],nikvnhtih,nikvnhtih,nikvnht,nuwanht,nhvnht,iyuwanht
1309,he/she is putting it on,cause[pres2-perf3],nikvnhtih,nikvnhtih,nikvnht,nuwanhth,nhvnht,iyuwanht
1323,he/she has something on,aspectless,nuwanht,nakwvnht,nuwanht,nuwanht,nitsvnht,
1450,he/she is in prayer,aspectless,utatolihst,akwatatolihst,utatolihst,utatolihst,tsatatolihst,utatolihsto
1450,he/she is in prayer,aspectless[inf2],utatolihst,akwatatolihst,utatolihst,utatolihst,tsatatolihst,utatolihst
1451,he/she loves,aspectless-s,utakeyu,akwatakeyu,utakeyu,utakeyu,tsatakeyu,utakey
1451,he/she loves,aspectless,utakeyuh,akwatakeyuh,utakeyuhs,utakeyuhs,tsatakeyuhs,utakey
1459,it’s wrinkled,aspectless-s,utanekoyu,akwatanekoyu,utanekoyu,utanekoyu,tsatanekoyu,
1459,it’s wrinkled,aspectless,utanekoyuh,akwatanekoyuh,utanekoyuhs,utanekoyuhs,tsatanekoyuhs,
1470,it’s in view,aspectless-h,utayvlat,akwatayvlat,utayvlat,utayvlat,tsatayvlat,utayvlat
1470,it’s in view,aspectless,utayvlath,akwatayvlath,utayvlath,utayvlath,tsatayvlath,utayvlat
1471,he/she is throwing it,go-in,ut,akwat,ut,ut,tsat,ut
1476,he/she is having a birthday,ih-vh,utethiy,akwatethiy,utethiy,utethiy,tsatethiy,utethiy
1478,it’s hot,aspectless,utilhehk,,utilhehk,utilhehk,tsatilhehk,
1480,he/she is in hiding,aspectless-h,utihskal,akwatihskal,utihskal,utihskal,tsatihskal,utihskal
1480,he/she is in hiding,aspectless,utihskalh,akwatihskalh,utihskalh,utihskalh,tsatihskalh,utihskal
1481,he/she is getting well,sk-s-hi-hihst,utiw,akwatiw,utiw,utiw,tsatiw,utiw
1481,he/she is getting well,sk-s-hst[imp3],utiw,akwatiw,utiw,utiw,tsatiw,utiwhi
1481,he/she is getting well,sk-s-hst,utiw,akwatiw,utiw,utiw,tsatiwhi,utiwhi
1483,there’s an opening,aspectless,utlanvt,,utlanvt,utlanvt,,
1484,he/she has time,apl,utlanvta't,akwatlanvta't,utlanvta't,utlanvta't,tsatlanvtati,utlanvta't
1484,he/she has time,apl[imp2],utlanvta't,akwatlanvta't,utlanvta't,utlanvta't,tsatlanvtati,utlanvta't
1484,he/she has time,apl[imp3],utlanvta't,akwatlanvta't,utlanvta't,utlanvta't,tsatlanvtat,utlanvta't
1485,he/she is disbelieving,apl,utlahsithv',akwatlahsithv',utlahsithv',utlahsithv',tsatlahsithv,utlahsithv'
1485,he/she is disbelieving,apl[imp2],utlahsithv',akwatlahsithv',utlahsithv',utlahsithv',tsatlahsithv,utlahsithv'
1487,he/she is taking revenge,become-ki,utle,akwatle,utle,utle,tsatle,utle'i
1487,he/she is taking revenge,become-ki[inf2],utle,akwatle,utle,utle,tsatle,utle
1487,he/she is taking revenge,become-ki[inf4],utle,akwatle,utle,utle,tsatle,utle'
1489,he/she is wearing an earring,aspectless,utli'at,akwatli'at,utli'at,utli'at,tsatli'at,
1505,he/she is standing in liquid,aspectless-s,utu,akwatu,utu,utu,tsatu,utu
1505,he/she is standing in liquid,aspectless,utuh,akwatuh,utuhs,utuhs,tsatuhs,utu
1507,he/she wants it,ih-vh,utul,akwatul,utul,utul,tsatul,utul
1508,he/she is willing,aspectless,utvnv'ihst,akwatvnv'ihst,utvnv'ihst,utvnv'ihst,tsatvnv'ihst,
1514,he/she is becoming warm,sk-s-hi-hihst,ukanawo,akikanawo,ukanawo,ukanawo,tsakanawo,ukanawo
1514,he/she is becoming warm,sk-s-hst[imp3],ukanawo,akikanawo,ukanawo,ukanawo,tsakanawo,ukanawohi
1514,he/she is becoming warm,sk-s-hst,ukanawo,akikanawo,ukanawo,ukanawo,tsakanawohi,ukanawohi
1516,he/she is possessive of him/her,aspectless-s,ukeyu,tsikeyu,ukeyu,ukeyu,hikeyu,ukey
1516,he/she is possessive of him/her,aspectless,ukeyuh,tsikeyu',ukeyuhs,ukeyuhs,hikeyuhs,ukey
1523,he/she is late,become-ki,ukonhiyo,akikonhiyo,ukonhiyo,ukonhiyo,tsakonhiyo,ukonhiyo
1524,it’s decaying,sk-s-hi-hihst,uko,akiko,uko,uko,tsako,uko
1524,it’s decaying,sk-s-hst[imp3],uko,akiko,uko,uko,tsako,ukohi
1524,it’s decaying,sk-s-hst,uko,akiko,uko,uko,tsakohi,ukohi
1530,he/she has an object,aspectless-h,u,aki,u,u,tsa,
1530,he/she has an object,aspectless,uh,akih,uh,uh,tsah,
1531,he/she is yawning,apl-active,uhalhok,akhalhok,uhalhok,uhalhok,tsahalhok,uhalhok
1531,he/she is yawning,apl-active-a,uhalhok,akhalhok,uhalhok,uhalhok,tsahalhokvl,uhalhoke
1534,he/she is having trouble breathing,cause,uhawohst,akihawohst,uhawohst,uhawohst,tsahawohst,uhawohst
1534,he/she is having trouble breathing,cause[perf3],uhawohst,akihawohst,uhawohst,uhawohsth,tsahawohst,uhawohst
1534,he/she is having trouble breathing,cause[pres2],uhawohstih,akihawohstih,uhawohst,uhawohst,tsahawohst,uhawohst
1534,he/she is having trouble breathing,cause[pres2-perf3],uhawohstih,akihawohstih,uhawohst,uhawohsth,tsahawohst,uhawohst
1535,there is dew,aspectless-h,uhihsat,akihihsat,uhihsat,uhihsat,tsahihsat,
1535,there is dew,aspectless,uhihsath,akihihsath,uhihsath,uhihsath,tsahihsath,
1536,he/she is lonesome,apl,uhihsohtan,akihihsohtan,uhihsohtan,uhihsohtan,tsahihsohta,uhihsohtan
1536,he/she is lonesome,apl[imp2],uhihsohtan,akihihsohtan,uhihsohtan,uhihsohtan,tsahihsohta,uhihsohtan
1537,it’s lonesome,aspectless,uhihsoht,,uhihsoht,uhihsoht,,
1544,he/she is becoming angry,become-ki,unhalv,akhinalv,unhalv,unhalv,tshanalv,unhalv'i
1544,he/she is becoming angry,become-ki[inf2],unhalv,akhinalv,unhalv,unhalv,tshanalv,unhalv
1544,he/she is becoming angry,become-ki[inf4],unhalv,akhinalv,unhalv,unhalv,tshanalv,unhalv'
1545,he/she is angry,aspectless-s,unhalv,akhinalv,unhalv,unhalv,tshanalv,
1545,he/she is angry,aspectless,unhalvh,akhinalvh,unhalvhs,unhalvhs,tshanalvhs,
1548,he/she is stubbing his/her toe,glottal-sk,unhahskwalo,akhinahskwalo,unhahskwalo,unhahskwalo',tshanahskwalots,unhahskwalo
1548,he/she is stubbing his/her toe,o,unhahskwal,akhinahskwal,unhahskwal,unhahskwal,tshanahskwal,unhahskwal
1551,he/she has a chill,cause,unhawahst,akhinawahst,unhawahst,unhawahst,tshanawahst,unhawahst
1551,he/she has a chill,cause[perf3],unhawahst,akhinawahst,unhawahst,unhawahsth,tshanawahst,unhawahst
1551,he/she has a chill,cause[pres2],unhawahstih,akhinawahstih,unhawahst,unhawahst,tshanawahst,unhawahst
1551,he/she has a chill,cause[pres2-perf3],unhawahstih,akhinawahstih,unhawahst,unhawahsth,tshanawahst,unhawahst
1554,he/she is in bed,aspectless-h,unhi,akwanhi,unhi,unhi,tsanhi,
1554,he/she is in bed,aspectless,unhih,akwanhih,unhih,unhih,tsanhih,
1557,he/she is wearing a shirt,aspectless,unhuw,akwanhuw,unhuw,unhuw,tsanhuw,
1561,he/she is buying it,sk-s-hi-hihst,uwha,akhiwa,uwha,uwha,tshawa,uwha
1561,he/she is buying it,sk-s-hst[imp3],uwha,akhiwa,uwha,uwha,tshawa,uwhahi
1561,he/she is buying it,sk-s-hst,uwha,akhiwa,uwha,uwha,tshawahi,uwhahi
1563,he/she is looking for it,oh-al,uy,akiy,uy,uy,tsay,uy
1569,it is cold,aspectless,uyhvtl,,uyhvtl,uyhvtl,,
1570,he/she has a cold,ih-vh,uyhvtla uniy,uyhvtla aki'niy,uyhvtla uniy,uyhvtla uniy,uyhvtla witsa'niy,uyhvtla uniy
1572,he/she is getting drunk,glottal-sk,uyhvhste,akhiyvhste,uyhvhste,uyhvhsta',tshayvhstak,uyhvhste
1572,he/she is getting drunk,e-aka,uyhvhst,akhiyvhst,uyhvhst,uyhvhst,tshayvhst,uyhvhst
1576,he/she is inside it,aspectless,utsa',akwatsa',utsa',utsa',tsatsa',
1592,it’s sticking out,aspectless-h,ukhsat,akwakhsat,ukhsat,ukhsat,tsakhsat,ukhsat
1592,it’s sticking out,aspectless,ukhsath,akwakhsath,ukhsath,ukhsath,tsakhsath,ukhsat
1593,he/she is watching him/her,aspectless,ukhsehst,tsiyakahsehst,ukhsehst,ukhsehst,hiyakahsehst,ukhsehsto
1593,he/she is watching him/her,aspectless[inf2],ukhsehst,tsiyakahsehst,ukhsehst,ukhsehst,hiyakahsehst,ukhsehst
1597,it’s foggy,aspectless,ukhvhat,akikhvhat,ukhvhat,ukhvhat,tsakhvhat,
1599,he/she is not having luck at hunting,go,ukwhol,akikwhol,ukwhol,ukwhol,tsakwhol,ukwhol
1599,he/she is not having luck at hunting,go[pres2],ukwholek,akikwholek,ukwhol,ukwhol,tsakwhol,ukwhol
1602,he/she is losing his/her way,hih-lh,ulena,akwalena,ulena,ulena,tsalena,ulena
1602,he/she is losing his/her way,hih-lh[imp2],ulena,akwalena,ulena,ulena,tsalenak,ulena
1604,he/she is making a mistake,cause,ulitahst,akilitahst,ulitahst,ulitahst,tsalitahst,ulitahst
1604,he/she is making a mistake,cause[perf3],ulitahst,akilitahst,ulitahst,ulitahsth,tsalitahst,ulitahst
1604,he/she is making a mistake,cause[pres2],ulitahstih,akilitahstih,ulitahst,ulitahst,tsalitahst,ulitahst
1604,he/she is making a mistake,cause[pres2-perf3],ulitahstih,akilitahstih,ulitahst,ulitahsth,tsalitahst,ulitahst
1612,he/she is whining,cause,uliyet,akiliyet,uliyet,uliyet,tsaliyet,uliyet
1612,he/she is whining,cause[perf3],uliyet,akiliyet,uliyet,uliyeth,tsaliyet,uliyet
1612,he/she is whining,cause[pres2],uliyetih,akiliyetih,uliyet,uliyet,tsaliyet,uliyet
1612,he/she is whining,cause[pres2-perf3],uliyetih,akiliyetih,uliyet,uliyeth,tsaliyet,uliyet
1613,he/she is wearing a ring,aspectless,uliyehsuhsthk,akwaliyehsuhsthk,uliyehsuhsthk,uliyehsuhsthk,tsaliyehsuhsthk,
1614,it’s cloudy,aspectless,ulokil,,ulokil,ulokil,,
1616,it’s happening to him,apl,ulhstanh,akwalhstanh,ulhstanh,ulhstanh,tsalhsta,ulhstanh
1616,it’s happening to him,apl[imp2],ulhstanh,akwalhstanh,ulhstanh,ulhstanh,tsalhsta,ulhstanh
1618,he/she is wearing a cap,aspectless,ulhstul,akwalhstul,ulhstul,ulhstul,tsalhstul,
1621,he/she is sticking his/her head out,aspectless,ulhskwalut,akwalhskwalut,ulhskwalut,ulhskwalut,tsalhskwalut,
1622,he/she is wearing a hat,aspectless,ulhskwethuhk,akwalhskwethuhk,ulhskwethuhk,ulhskwethuhk,tsalhskwethuhk,
1623,it’s dark,aspectless,ulhsihk,,ulhsihk,ulhsihk,tsalhsihk,
1629,he/she has an object,aspectless,una',akina',una',una',tsana',
1632,they are together,aspectless-s,unaliko,okaliko,unaliko,unaliko,itsaliko,
1632,they are together,aspectless,unalikoh,okalikoh,unalikohs,unalikohs,itsalikohs,
1639,he/she is being mean,aspectless,unekuts,akinekuts,unekuts,unekuts,tsanekuts,
1642,he/she has a liquid,aspectless-h,une,akine,une,une,tsane,une
1642,he/she has a liquid,aspectless,uneh,akineh,uneh,uneh,tsaneh,une
1646,he/she knows it,aspectless-h,unht,akwanht,unht,unht,tsanht,
1646,he/she knows it,aspectless,unhth,akwanhth,unhth,unhth,tsanhth,
1664,he/she is receiving punishment,glottal-sk,uhstvti,akhstvti,uhstvti,uhstvt,tstvt,uhstvti
1664,he/she is receiving punishment,long-no-a,uhstv,akhstv,uhstv,uhstv,tstv,uhstv
1671,he/she is coughing,sk-h[imp2],uhsiwha,akhsiwha,uhsiwha,uhsiwha,tsiwhahi,uhsiwhahi
1677,he/she is wearing pants,aspectless,uhsul,akwahsul,uhsul,uhsul,tsahsul,
1681,he/she is going to bed,hih-lh[imp2],uhsv,akhsv,uhsv,uhsv,tsv,uhsv
1683,he/she is thirsty,i-vka,uthatek,akhthatek,uthatek,uthatek,tsthatek,uthatek
1684,he/she is becoming enraged,sk-s-hi-hihst,uthalhawo,akhthalhawo,uthalhawo,uthalhawo,tsthalhawo,uthalhawo
1684,he/she is becoming enraged,sk-s-hst[imp3],uthalhawo,akhthalhawo,uthalhawo,uthalhawo,tsthalhawo,uthalhawohi
1684,he/she is becoming enraged,sk-s-hst,uthalhawo,akhthalhawo,uthalhawo,uthalhawo,tsthalhawohi,uthalhawohi
1693,he/she is listening to him/her,aspectless,uthvtahst,tsiyathvtahst,uthvtahst,uthvtahst,hiyathvtahst,uthvtahsto
1693,he/she is listening to him/her,aspectless[inf2],uthvtahst,tsiyathvtahst,uthvtahst,uthvtahst,hiyathvtahst,uthvtahst
1698,he/she is forgetting it,sk-s-a-hihst,uwakhew,akwvkhew,uwakhew,uwakhew,witsvkhew,uwakhew
1698,he/she is forgetting it,sk-s-hst[imp2],uwakhew,akwvkhew,uwakhew,uwakhew,witsvkhew,uwakhewhi
1698,he/she is forgetting it,sk-s-hst[imp4],uwakhew,akwvkhew,uwakhew,uwakhew,witsvkhew,uwakhewhi
1698,he/she is forgetting it,sk-s-hst,uwakhew,akwvkhew,uwakhew,uwakhew,witsvkhewa,uwakhewhi
1699,he/she is belching,become-ki,uwakhule,akikhule,uwakhule,uwakhule,tsakhule,uwakhule'i
1699,he/she is belching,become-ki[inf2],uwakhule,akikhule,uwakhule,uwakhule,tsakhule,uwakhule
1699,he/she is belching,become-ki[inf4],uwakhule,akikhule,uwakhule,uwakhule,tsakhule,uwakhule'
1700,he/she is shivering,glottal-sk,uwanawi,akinawi,uwanawi,uwanaw,tsanaw,uwanawi
1708,he/she smells it,become-ki,uwawhsv,akiwhsv,uwawhsv,uwawhsv,tsawhsv,uwawhsv
1709,he/she has an object,aspectless,uway,akwvy,uway,uway,tsvy,
1710,he/she is aching,apl,uwehihstan,akwehihstan,uwehihstan,uwehihstan,tsehihsta,uwehihstan
1710,he/she is aching,apl[imp2],uwehihstan,akwehihstan,uwehihstan,uwehihstan,tsehihsta,uwehihstan
1719,he/she has it,aspectless-h,uwekha,akikha,uwekha,uwekha,tsekha,
1719,he/she has it,aspectless,uwekhah,akikhah,uwekhah,uwekhah,tsekhah,
1729,he/she is confident,aspectless-s,uwohiyu,akwohiyu,uwohiyu,uwohiyu,tsohiyu,
1729,he/she is confident,aspectless,uwohiyuh,akwohiyuh,uwohiyuhs,uwohiyuhs,tsohiyuhs,
1730,he/she is sitting,aspectless-h,uwol,akwol,uwol,uwol,tsol,
1730,he/she is sitting,aspectless,uwolh,akwolh,uwolh,uwolh,tsolh,
1740,he/she is itching,glottal-sk,uyote,akiyote,uyote,uyotehsk,tsayotak,uyote
1741,he/she is losing it,apl,uyohuhs,akiyohuhs,uyohuhs,uyohuhs,tsayohu,uyohuhs
1741,he/she is losing it,apl[imp2],uyohuhs,akiyohuhs,uyohuhs,uyohuhs,tsayohu,uyohuhs
1754,he/she is sending on object,glottal-sk,wati,witsiti,wati,wut,whit,wuti
1754,he/she is sending on object,long-no-a,wa,witsi,wa,wu,whi,wu
1761,he/she is sending it,hvsk-nh,wa,witsi,wa,wu,whi,wu
1761,he/she is sending it,hvsk-nh[inf2],wa,witsi,wa,wu,whi,wu
1765,he/she is heading in the direction of,aspectless-h,wakht,witsikat,wakht,wakht,whikht,
1765,he/she is heading in the direction of,aspectless,wakhth,witsikath,wakhth,wakhth,whikhth,
1774,he/she is sending it,hvsk-han,wikakha,witsiyakha,wikakha,wuwak,whiyakha,wuwakho
1775,he/she is sending it,hvsk-nh,wikane,witsine,wikane,wune,whine,wune
1775,he/she is sending it,hvsk-nh[inf2],wikane,witsine,wikane,wune,whine,wune
1776,he/she is sending it,vsk,wikanv',witsinv',wikanv',wun,whinv',wun
1776,he/she is sending it,vsk[imp2],wikanv',witsinv',wikanv',wun,whin,wun
1776,he/she is sending it,vsk-long,wikan,witsin,wikan,wun,whinv',wun
1776,he/she is sending it,vsk-long[imp2],wikan,witsin,wikan,wun,whin,wun
1776,he/she is sending it,vsk-post-v,wikanv,witsinv,wikanv,wunv,whinv,wunv
1778,he/she is going out of sight,become-ki,wuteli,wakwateli,wuteli,wuteli,witsateli,wuteli
1778,he/she is going out of sight,become-ki[inf4],wuteli,wakwateli,wuteli,wuteli,witsateli,wutel
