corpus_id,entry_no,definition,prediction,class,post_root_morpheme,present,present_1sg,imperfective,perfective,imperative,infinitive
1671,1737,he/she is coughing,FullEventful,sk-h[imp2],,uhsiwha,akhsiwha,uhsiwha,uhsiwha,tsiwhahi,uhsiwhahi
1671,1737,he/she is coughing,StativeNoImp,stative,,uhsiwhahsk,akhsiwhahsk,uhsiwhahsk,uhsiwhah,,
1671,1737,he/she is coughing,ImpInfEventful,sg-s-hi-hihst,,,,,,tsiwha,uhsiwha
1671,1737,he/she is coughing,ImpInfEventful,sg-s-hst[imp2],,,,,,tsiwha,uhsiwhahi
1671,1737,he/she is coughing,ImpInfEventful,sg-s-hst,,,,,,tsiwhahi,uhsiwhahi
1671,1737,he/she is coughing,ImpInfEventful,sk-h[imp2],,,,,,tsiwhahi,uhsiwhahi
1671,1737,he/she is coughing,ImpInfEventful,rev-i,,,,,,tsiwhah,uhsiwhah
1677,1743,he/she is wearing pants,FullStative,stative,,uhsul,akwahsul,uhsul,uhsul,tsahsul,
1681,1747,he/she is going to bed,FullEventful,hih-lh[imp2],,uhsv,akhsv,uhsv,uhsv,tsv,uhsv
1681,1747,he/she is going to bed,StativeNoImp,stative-h,,uhsvhi,akhsvhi,uhsvhi,uhsvl,,
1681,1747,he/she is going to bed,StativeNoImp,stative,,uhsvhih,akhsvhih,uhsvhih,uhsvlh,,
1681,1747,he/she is going to bed,ImpInfEventful,sg-s-hst,,,,,,tsvha,uhsv
1681,1747,he/she is going to bed,ImpInfEventful,sk-h,,,,,,tsv,uhsv
1681,1747,he/she is going to bed,ImpInfEventful,sk-h[imp2],,,,,,tsvha,uhsv
1681,1747,he/she is going to bed,ImpInfEventful,hih-lh[imp2],,,,,,tsv,uhsv
1683,1749,he/she is thirsty,FullEventful,i-vka,,uthatek,akhthatek,uthatek,uthatek,tsthatek,uthatek
1683,1749,he/she is thirsty,StativeNoImp,stative,,uthateki',akhthateki',uthatekihsk,uthatekan,,
1683,1749,he/she is thirsty,ImpInfEventful,i-vka,,,,,,tsthatek,uthatek
1684,1750,he/she is becoming enraged,FullEventful,sg-s-hi-hihst,,uthalhawo,akhthalhawo,uthalhawo,uthalhawo,tsthalhawo,uthalhawo
1684,1750,he/she is becoming enraged,FullEventful,sg-s-hst[imp2],,uthalhawo,akhthalhawo,uthalhawo,uthalhawo,tsthalhawo,uthalhawohi
1684,1750,he/she is becoming enraged,FullEventful,sg-s-hst,,uthalhawo,akhthalhawo,uthalhawo,uthalhawo,tsthalhawohi,uthalhawohi
1684,1750,he/she is becoming enraged,StativeNoImp,stative,,uthalhawohsk,akhthalhawohsk,uthalhawohsk,uthalhawohs,,
1684,1750,he/she is becoming enraged,ImpInfEventful,sg-s-hi-hihst,,,,,,tsthalhawo,uthalhawo
1684,1750,he/she is becoming enraged,ImpInfEventful,sg-s-hst[imp2],,,,,,tsthalhawo,uthalhawohi
1684,1750,he/she is becoming enraged,ImpInfEventful,sg-s-hst,,,,,,tsthalhawohi,uthalhawohi
1684,1750,he/she is becoming enraged,ImpInfEventful,sk-h[imp2],,,,,,tsthalhawohi,uthalhawohi
1684,1750,he/she is becoming enraged,ImpInfEventful,rev-i,,,,,,tsthalhawoh,uthalhawoh
1693,1759,he/she is listening to him/her,FullStative,stative,,uthvtahst,tsiyathvtahst,uthvtahst,uthvtahst,hiyathvtahst,
1693,1759,he/she is listening to him/her,InfEventful,hvsk-nh,,,,,,,uthvtahsto
1693,1759,he/she is listening to him/her,InfEventful,hvsk-nh[inf2],,,,,,,uthvtahsto
1693,1759,he/she is listening to him/her,InfEventful,hvsk-nh[inf4],,,,,,,uthvtahst
1693,1759,he/she is listening to him/her,InfEventful,episodic,,,,,,,uthvtahsto
1693,1759,he/she is listening to him/her,InfEventful,apl-active-a,,,,,,,uthvtahsto
1693,1759,he/she is listening to him/her,InfEventful,cause,,,,,,,uthvtahst
1693,1759,he/she is listening to him/her,InfEventful,ih-vh,,,,,,,uthvtahsto
1693,1759,he/she is listening to him/her,InfEventful,vnh-ih-a,,,,,,,uthvtahsto
1698,1764,he/she is forgetting it,FullEventful,sg-s-a,,uwakhew,akwvkhew,uwakhew,uwakhew,witsvkhew,uwakhew
1698,1764,he/she is forgetting it,StativeNoImp,stative,,uwakhewhsk,akwvkhewhsk,uwakhewhsk,uwakhewhs,,
1698,1764,he/she is forgetting it,ImpInfEventful,sg-s-a,,,,,,witsvkhew,uwakhew
1698,1764,he/she is forgetting it,ImpInfEventful,sg-s-hst,,,,,,witsvkhewa,uwakhewhi
1698,1764,he/she is forgetting it,ImpInfEventful,sk-h,,,,,,witsvkhew,uwakhewhi
1698,1764,he/she is forgetting it,ImpInfEventful,sk-h[imp2],,,,,,witsvkhewa,uwakhewhi
1698,1764,he/she is forgetting it,ImpInfEventful,i-a-i,,,,,,witsvkhew,uwakhewh
1699,1765,he/she is belching,FullEventful,g-ts,,uwakhule,akikhule,uwakhule,uwakhule,tsakhule,uwakhule'i
1699,1765,he/she is belching,FullEventful,g-ts[inf2],,uwakhule,akikhule,uwakhule,uwakhule,tsakhule,uwakhule
1699,1765,he/she is belching,StativeNoImp,stative,,uwakhulek,akikhulek,uwakhulek,uwakhulets,,
1699,1765,he/she is belching,ImpInfEventful,g-ts,,,,,,tsakhule,uwakhule'i
1699,1765,he/she is belching,ImpInfEventful,g-ts[inf2],,,,,,tsakhule,uwakhule
1699,1765,he/she is belching,ImpInfEventful,sg-s-hst,,,,,,tsakhuleki,uwakhule'i
1699,1765,he/she is belching,ImpInfEventful,sk-h[imp2],,,,,,tsakhuleki,uwakhule'i
1699,1765,he/she is belching,ImpInfEventful,rev-i,,,,,,tsakhulek,uwakhule'
1700,1766,he/she is shivering,FullEventful,i-a-i,,uwanaw,akinaw,uwanaw,uwanaw,tsanaw,uwanaw
1700,1766,he/she is shivering,StativeNoImp,stative,,uwanawi',akinawi',uwanawihsk,uwanaw,,
1700,1766,he/she is shivering,ImpInfEventful,sg-s-hst,,,,,,tsanawa,uwanawi
1700,1766,he/she is shivering,ImpInfEventful,sk-h,,,,,,tsanaw,uwanawi
1700,1766,he/she is shivering,ImpInfEventful,sk-h[imp2],,,,,,tsanawa,uwanawi
1700,1766,he/she is shivering,ImpInfEventful,i-a-i,,,,,,tsanaw,uwanaw
1704,1770,he/she is in a hurry,StativeNoImp,stative-k,,uwanv,akwvnv,uwanv,uwanv,,
1704,1770,he/she is in a hurry,StativeNoImp,stative,,uwanvk,akwvnvk,uwanvk,uwanvk,,
1704,1770,he/she is in a hurry,ImpInfEventful,g-ts,,,,,,tsvnv,uwanv
1704,1770,he/she is in a hurry,ImpInfEventful,sg-s-hst,,,,,,tsvnvki,uwanv
1704,1770,he/she is in a hurry,ImpInfEventful,sk-h[imp2],,,,,,tsvnvki,uwanv
1708,1774,he/she smells it,FullEventful,g-ts,,uwawhsv,akiwhsv,uwawhsv,uwawhsv,tsawhsv,uwawhsv
1708,1774,he/she smells it,StativeNoImp,stative,,uwawhsvk,akiwhsvk,uwawhsvk,uwawhsvts,,
1708,1774,he/she smells it,ImpInfEventful,g-ts,,,,,,tsawhsv,uwawhsv
1708,1774,he/she smells it,ImpInfEventful,sg-s-hst,,,,,,tsawhsvki,uwawhsv
1708,1774,he/she smells it,ImpInfEventful,sk-h[imp2],,,,,,tsawhsvki,uwawhsv
1709,1775,he/she has an object (refers to a long object),FullStative,stative,,uway,akwvy,uway,uway,tsvy,
1710,1776,he/she is aching,FullEventful,apl,,uwehihstan,akwehihstan,uwehihstan,uwehihstan,tsehihsta,uwehihstan
1710,1776,he/she is aching,FullEventful,apl[imp2],,uwehihstan,akwehihstan,uwehihstan,uwehihstan,tsehihsta,uwehihstan
1710,1776,he/she is aching,StativeNoImp,stative,,uwehihstaneh,akwehihstaneh,uwehihstaneh,uwehihstanel,,
1710,1776,he/she is aching,ImpInfEventful,apl,,,,,,tsehihsta,uwehihstan
1710,1776,he/she is aching,ImpInfEventful,apl[imp2],,,,,,tsehihsta,uwehihstan
1711,1777,he/she is yelling,StativeNoImp,stative,,uwelhuhk,akwelhuhk,uwelhuhk,uwelhunh,,
1711,1777,he/she is yelling,ImpInfEventful,sg-s-hst,,,,,,helhuhvka,uwelhuhv
1711,1777,he/she is yelling,ImpInfEventful,sk-h,,,,,,helhuhvk,uwelhuhv
1711,1777,he/she is yelling,ImpInfEventful,sk-h[imp2],,,,,,helhuhvka,uwelhuhv
1711,1777,he/she is yelling,ImpInfEventful,hvsk-nh[inf3],,,,,,helhu,uwelhu
1711,1777,he/she is yelling,ImpInfEventful,hih-lh,,,,,,helhuhv,uwelhuhv
1711,1777,he/she is yelling,ImpInfEventful,oh-al,,,,,,helhuhv,uwelhuhv
1719,1785,he/she has it,FullStative,stative-h,,uwekha,akikha,uwekha,uwekha,tsekha,
1719,1785,he/she has it,FullStative,stative,,uwekhah,akikhah,uwekhah,uwekhah,tsekhah,
1721,1787,he/she is worried,FullStative,stative,,uwelihi',akwelihi',uwelihihsk,uwelihihsk,tselihihsk,
1721,1787,he/she is worried,InfEventful,g-ts,,,,,,,uwelihi
1721,1787,he/she is worried,InfEventful,hg-hts,,,,,,,uweli
1721,1787,he/she is worried,InfEventful,sg-s-hi-hihst,,,,,,,uweli
1721,1787,he/she is worried,InfEventful,sg-s-hst,,,,,,,uwelihi
1721,1787,he/she is worried,InfEventful,sk-h,,,,,,,uwelihi
1721,1787,he/she is worried,InfEventful,ih-il,,,,,,,uwelih
1721,1787,he/she is worried,InfEventful,hih-lh,,,,,,,uwelihi
1721,1787,he/she is worried,InfEventful,i-a-i,,,,,,,uwelih
1721,1787,he/she is worried,InfEventful,ih-ihi,,,,,,,uwel
1721,1787,he/she is worried,InfEventful,oh-al,,,,,,,uwelihi
1721,1787,he/she is worried,InfEventful,rev-i,,,,,,,uwelih
1729,1795,he/she is confident,FullStative,stative-s,,uwohiyu,akwohiyu,uwohiyu,uwohiyu,tsohiyu,
1729,1795,he/she is confident,FullStative,stative,,uwohiyuh,akwohiyuh,uwohiyuhs,uwohiyuhs,tsohiyuhs,
1730,1796,he/she is sitting,FullStative,stative-h,,uwol,akwol,uwol,uwol,tsol,
1730,1796,he/she is sitting,FullStative,stative,,uwolh,akwolh,uwolh,uwolh,tsolh,
1739,1805,he/she is laughing,StativeNoImp,stative,,uyetsk,akiyetsk,uyetsk,uyets,,
1740,1806,he/she is itching,StativeNoImp,stative,,uyote',akiyote',uyotehsk,uyotehsk,,
1740,1806,he/she is itching,ImpInfEventful,sg-s-hst,,,,,,tsayotaka,uyote
1740,1806,he/she is itching,ImpInfEventful,sk-h,,,,,,tsayotak,uyote
1740,1806,he/she is itching,ImpInfEventful,sk-h[imp2],,,,,,tsayotaka,uyote
1740,1806,he/she is itching,ImpInfEventful,e-aka,,,,,,tsayot,uyot
1740,1806,he/she is itching,ImpInfEventful,hih-lh,,,,,,tsayota,uyote
1740,1806,he/she is itching,ImpInfEventful,oh-al,,,,,,tsayota,uyote
1740,1806,he/she is itching,ImpInfEventful,oh-al[imp2],,,,,,tsayot,uyote
1741,1807,he/she is losing it,FullEventful,apl,,uyohuhs,akiyohuhs,uyohuhs,uyohuhs,tsayohu,uyohuhs
1741,1807,he/she is losing it,FullEventful,apl[imp2],,uyohuhs,akiyohuhs,uyohuhs,uyohuhs,tsayohu,uyohuhs
1741,1807,he/she is losing it,StativeNoImp,stative,,uyohuhseh,akiyohuhseh,uyohuhseh,uyohuhsel,,
1741,1807,he/she is losing it,ImpInfEventful,apl,,,,,,tsayohu,uyohuhs
1741,1807,he/she is losing it,ImpInfEventful,apl[imp2],,,,,,tsayohu,uyohuhs
1745,1811,he/she is hungry,StativeNoImp,stative,,uyohsih,akiyohsih,uyohsihsk,uyohsihsk,,
1745,1811,he/she is hungry,ImpInfEventful,apl-active-a,,,,,,tsayohsihs,uyohsihso
1745,1811,he/she is hungry,ImpInfEventful,cause,,,,,,tsayohsihs,uyohsihs
1745,1811,he/she is hungry,ImpInfEventful,ih-vh,,,,,,tsayohsihs,uyohsihso
1745,1811,he/she is hungry,ImpInfEventful,vnh-ih-a,,,,,,tsayohsihs,uyohsihso
1754,1823,he/she is sending on object (refers to a long object),FullEventful,i-a-i,,wat,witsit,wat,wut,whit,wut
1761,1830,he/she is sending it,FullEventful,hvsk-nh,,wa,witsi,wa,wu,whi,wu
1761,1830,he/she is sending it,FullEventful,hvsk-nh[inf2],,wa,witsi,wa,wu,whi,wu
1765,1834,he/she is heading in the direction of,FullStative,stative-h,,wakht,witsikat,wakht,wakht,whikht,
1765,1834,he/she is heading in the direction of,FullStative,stative,,wakhth,witsikath,wakhth,wakhth,whikhth,
1774,1845,he/she is sending it,FullEventful,hvsk-n,,wikakha,witsiyakha,wikakha,wuwakha,whiyakha,wuwakh
1775,1846,he/she is sending it (refers to something liquid),FullEventful,hvsk-nh,,wikane,witsine,wikane,wune,whine,wune
1775,1846,he/she is sending it (refers to something liquid),FullEventful,hvsk-nh[inf2],,wikane,witsine,wikane,wune,whine,wune
1776,1847,he/she is sending it (refers to a flexible object),FullEventful,vsk,,wikanv',witsinv',wikanv',wun,whinv',wun
1776,1847,he/she is sending it (refers to a flexible object),FullEventful,vsk[imp2],,wikanv',witsinv',wikanv',wun,whin,wun
1776,1847,he/she is sending it (refers to a flexible object),FullEventful,vsk-long,,wikan,witsin,wikan,wun,whinv',wun
1776,1847,he/she is sending it (refers to a flexible object),FullEventful,vsk-long[imp2],,wikan,witsin,wikan,wun,whin,wun
1776,1847,he/she is sending it (refers to a flexible object),FullEventful,vsk-post-v,,wikanv,witsinv,wikanv,wunv,whinv,wunv
1778,1849,he/she is going out of sight,FullEventful,g-ts,,wuteli,wakwateli,wuteli,wuteli,witsateli,wuteli
