definition,3rd present,1st present,3rd completive past,3rd incompletive habitual,2nd imperative,3rd infinitive,
"he's stabbing him, it",ga2ti.3ha,ji2ya1ti.2ha,u1wa2ti.2hlv23?i,ga2ti.3ho.3?i,hi2ya1ti.2ga,u.2wa2ti.2sdi,
"he's finding him, it",a1hwah2ti.3ha,ji1wah2ti.3ha,u1hwah2tv2hv23?i,a1hwah2ti23sgo.3?i,hi1wah2ta,u2hwah2tvh2di,
he's finding some liquid,ga.2ne2hwah2ti.3ha,ji.2ne1wah2ti.3ha,u1ne2hwah2tv2hv23?i,ga.2ne2hwah2ti23sgo.3?i,hi.2ne2hwah2ta,u2ne2hwah2tvh2di,
he's finding a long object,a1yv2hwah2ti.3ha,ji2yv1wah2ti.3ha,u1yv2hwah2tv2hv23?i,a1yv2hwah2ti23sgo.3?i,hi.2yv2hwah2ta,u2yv2hwah2tvh2di,
"he sees him, it",a1gowh2ti.3ha,ji2gowh1ti.3ha,u1go2hv23?i,a1gowh2ti23sgo.3?i,hi2go1wah2ta,u2gowh2tvh3di,
it's snowing,gu2ti.3ha,-----,u1wu2ta.2hnv23?i,gu2ti23sgo.3?i,-----,u.2wu2toh2di,
"1. he's getting a long object., 2. he's picking up a long object",a1yi.3ha,ji.2yi3?a,u1yv2hv23?i,a1yi23sgo.3?i,hi.2ya,uyh2di,
he's having a birthday,u1de2ti.2yi.3ha,a1gwa.2de2ti.2yi.3ha,u1de2ti.2yv2hv23?i,u1de2ti.2yi23sgo.3?i,ja.2de2ti.2ya,u2de2tiyh2di,
he's paying,a1kwi.2yi.3ha,ga.2gwi.2yi.3ha,u1kwi.2yv2hv23?i,a1kwi.2yi23sgo.3?i,ha.2kwi.2ya,u2kwiyh2di,
1. he's catching him 2. he's arresting him 3. he's playing catcher,ga.?3ni2yi.3ha,ji3ni2yi.3ha,u1ni3yv2hv23?i,ga.?3ni2yi23sgo.3?i,hi2ni23ya,u2niyh23di,
"he's denying him, it",a1da.2hyi.3ha,ji2ya.2da.?2yi.3ha,u1da.2hyi.2lv23?i,a1da.2hyi.2ho3?i,hi2ya.2da.2yi1ga,u2dayh2sdi,
he's crying,a1dlo2hyi.3ha,ga.2dlo1yi.3ha,u1dlo2hyi.3lv23?i,a1dlo2hyi.3ho.3?i,ha.2dloyh2ga,u2dloy2sdi,
he's weeping,da1dlo2hyi.3ha,de2ga.3dlo1yi.3ha,du1dlo2hyi.3lv3?i,da1dlo2hyi.3ho.3?i,ju2dloy2sdi,ta.2dloyh3ga,
he's untying it,da1ka.2ne23hyi.3ha,de2ji.3ga1ne23hyi.3ha,du1ka.2ne23hyv3hv23?i,da1ka.2ne23hyi3sgo3?i,ti.2ka.3ne23hya,ju2ka.2ne23hyvh3di,
"he's feeding him, it",ge2hlo.3ha,ji2ye1lo.3ha,u1we2hla.3lv3?i,ge2hlo.3ho.3?i,hi2ye2lo1ga,u.2wel2sdi,
1. he's making an incision 2. he's operating on him,a1hye23hlo.3ha,ji1ye23hlo.3ha,u1hye23hla.3lv23?i,a1hye23hlo.3ho3?i,hi1ye2la.2ga,u2hye23lsdi,
it's twisting,a1da.2nu3te2yo.3ha,ga.2da.2nu3te2yo.3ha,u1da.2nu3te2yo.3lv23?i,a1da.2nu1te2yo.3ho3?i,ha.2da.2nu1te2ya.2ga,u2da.2nu1te23yo32di,
"he's twisting him, it",ga.2nu3te2yo.3ha,ji2nu3te2yo.3ha,u1ne3te2yo32lv23?i,ga.2nu3te2yo.3ho3i,hi2nu1te2ya.3ga,u2nu1te23ya32sdi,
he's looking for him,a1hyo.3ha,ji2yo.3ha,u1hya.2lv23?i,a1hyo.2ho3?i,hiyh1ga,uy2sdi,
he's building a fence,a1so23hyo.3ha,ga1so23hyo.3ha,u1so23hya.4lv23?i,a1so23hyo.3ho3?i,ha.2soyh23ga,u2soy23sdi,
he's cheating,ga.2lo2nu2he23ha,ji.2lo2nu.2?e23ha,u1lo2nu2he23hlv3?i,ga.2lo2nu2he23sgo3?i,hi.2lo2nu2hv23la,u2lo2nu2heh2di,
he's taking a long object out of a container,ga.2li23ha,ji.2li3?a,u1lv2hv23?i,ga.2li23sgo3?i,hi.2la,uhl2di,
he's drawing a liquid out of a container,a1dli23ha,ji.2dli.3?a,u1dlv2hv23?i,a1dli23sgo.3?i,hi.2dla,u2dlvh2di,
he's giving him a long  object,a1de3ha,ji2de3ha,u1de3lv23?i,a1de3ho3?i,hi2di1si,u2de3hdi,
he's showing him,a1se.2he3ha,ji2ya1se.2he3ha,u1se.2he3lv23?i,a1se.2he3ho3?i,hi2ya1se.2hi.2si,u2se.3heh3di,
he's washing his hair,al1sdu23le3ha,ga.2li1sdu23le3ha,ul1sdu23le3hv23?i,al1sdu23le3sgo3?i,hal2sdu23la,ul2sduhl23di,
he's giving him some liquid,ga.2ne2hne3ha,ji2ne1ne.3ha,u1ne2hne23lv3?i,ga.2ne2hne23ho.3?i,hi2ne.2?v.2si,u2ne2hne3di,
he's taking it somewhere,a1hwi2di3ha,ji1wi2di.3ha,u1hwi2dv2hv23?i,a1hwi2di23sgo.3?i,hi.2hwi23da,u2hwi2tdi,
he's losing his way,u1le2na23hi3ha,a1gwa.2le2na23hi.3ha,u1le2na23hlv3?i,u1le2na23hi.3ho3?i,ja.2le2na23ga,u2le2na23sdi,
he's choking him,a1hyv.2sgi23yi3ha,ji1yv.2sgi23yi3ha,u2hyv.2sgi23yv3hv23?i,a1hyv.2sgi23yi3sgo3?i,hi1yv.2sgi23ya,u2hyv.2sgiyh23di,
"1. he's walking around., 2. he's here",e2do3ha,ge23do32a,u1we23do32lv23?i,e1do3ho3?i,he23da,u.2we2da1sdi,
he's tossing about,ga.2nv3ji2do3ha,ji.2nv3ji2do3ha,u1nv3ji2do3lv23?i,ga.2nv3ji2do3ho3?i,hi.2nv1ji23da,u2nv1ji23da32sdi,
he's climbing around,ga.?3li2do3ha,ji.?3li2do3ha,u1li3do1lv23?i,ga.?3li2do3ho3?i,hi.?2li23da,u2li23da32sdi,
"he's omitting him, it",ka.2no23hi3ya.2?ha,ji1no23hi3ya.2?a,u1hno23hi3yv23?i,ka.2no23hi3ya1sgo3?i,hi1no2hi23ya,u2hno23hi3ya1sdi,
"he's putting out a fire, a light",kdla.2di.3?ha,gv1dla.2di.3?a,uwh1dla.3dv23?i,kdla.2di32sgo.3?i,hvh2dla.2da,uwh2dla.2di1sdi,
"1.  he's diverting him, it, 2. he's flagging him, it down",a1ha.2lu23gi.3?ha,ji.2?a.2lu23gi.3?a,u1ha.2lu23gi.32sv23?i,a1ha.2lu23gi32sgo3?i,hi.2?a.2lu23gi,u2ha.2lu23gi32sdi,
"he's touching him, it",a1sv2hni.3?ha,ji2ya1sv2hni.3ha,u1sv2hni.3lv3?i,a1sv2hni.3ho.3?i,hi2ya1svnh2ga,u2svn2sdi,
"he's becoming, it's happening",nị²gạ²lsdi²ha,nị²ga¹lị²sdi²ha,nu¹lsta²nv²³ɂi,nị²gạ²lsdi²sgọ³ɂi,hnạ²lsda³,ị²yu²lsdoh²di,
it (weather) is cold,u1hyv2dla,-----,u1hyv2dlv23?i,u1hyv2dloi3?,-----,-----,
he's wearing shoes,du1la32su2hla,da1gwa.2la32su2hla,du1la32su2hlv?i,du1la32su2hlo3?i,de2ja.2la32su2hle3sdi,,
it's rattling,u1jo2na.3ta,a1gwa2jo2na.3ta,u1jo2na.2tv23?i,u1jo2na2to3?i,ha2jo2na.2tv1ga,u2jo2na.2tdi,
he's waiting for him/it,a1kti23ya,ji2ga1ti23ya,u1kti3dv23?i,a1kti23yo.3?i,hi2ga1ti23da,u2kti23di32sdi,
he's looking at him/it,a1kto23sdi,ji2ya.2ga1to23sdi,u1kto23sta.3nv23?i,a1kto23sdi3sgo3?i,hi2ya.2ga1to23sda,u2kto23sdoh3di,
he's driving it (vehicle in motion or animal),a1hi.?3li,ji.2?i.3li,u1hi.?3lv3sv23?i,a1hi.?3li3so3?i,-----,u2hi?2lv1sdi,
he's crawling,a1dan2si23ni,ga.2da.2na1si23ni,u1dan2si23nv32sv23?i,a1dan2si23ne32go32?i,ha.2dan2si2nu1ga,u2dan2si23nv32sdi,
he's leading him,a1ti.3hni,ji2ya1ti.3hni,u1ti.2hnv3sv23?i,a1ti.2hne3go3?i,hi2ya1ti.2hnu1ga,u2ti.2hnv1sdi,
he's heading in the direction of,wa.2kti,wi.2ji.2ga32ti,wa1ktv23?i,wa.2kto3?i,hwi.2kte32sdi,,
