definition,class,root,success,ambiguous_forms,notes
he/she has horns,stative,lhk,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she has horns,stative,lhk,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she has horns,stative,lhk,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is sneezing,sk-h,yhvhstoy,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is sneezing,sk-h,yhvhstoy,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is sneezing,sk-h[imp2],yhvhstoy,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is sneezing,sk-h[imp2],yhvhstoy,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is vomiting,cause,khst,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is vomiting,cause,khst,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is vomiting,cause,khst,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is vomiting,cause[perf3],khst,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is vomiting,cause[perf3],khst,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is vomiting,cause[perf3],khst,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is vomiting,cause[pres2],khstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is vomiting,cause[pres2],khstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is vomiting,cause[pres2],khstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is vomiting,cause[pres2-perf3],khstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is vomiting,cause[pres2-perf3],khstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is vomiting,cause[pres2-perf3],khstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is wearing glasses,stative-h,akhthinvt,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is wearing glasses,stative,akhthinvth,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is wearing shoes,stative-h,alahsul,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is wearing shoes,stative,alahsulh,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is wearing socks,stative-h,aliyo,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is wearing socks,stative-h,yo,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is wearing socks,stative,aliyoh,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is wearing socks,stative,yoh,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is working,apl,lvwhihstan,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is working,apl,lvwhihstan,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is working,apl[imp2],lvwhihstan,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is working,apl[imp2],lvwhihstan,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is releasing it,cause,ahskalehst,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is releasing it,cause[perf3],ahskalehst,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is releasing it,cause[pres2],ahskalehstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is releasing it,cause[pres2-perf3],ahskalehstih,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is tired,become,yawe,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is tired,become,yawe,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is releasing it,sk-s-hi-hihst,yo,True,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is releasing it,sk-s-hi-hihst,yo,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is releasing it,sk-s-hst[imp2],yo,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is releasing it,sk-s-hst[imp2],yo,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is releasing it,sk-s-hst,yo,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is releasing it,sk-s-hst,yo,False,present;present_1sg;imperfective;perfective;imperative;infinitive,Ambiguity implies lossy rule reversal
he/she is walking around,be-at-weak,et,True,present_1sg,Ambiguity implies lossy rule reversal
he/she lives,stative-h,e,True,present_1sg,Ambiguity implies lossy rule reversal
he/she lives,stative-h,e,True,present_1sg,Ambiguity implies lossy rule reversal
he/she lives,stative,eh,True,,
he/she lives,stative,eh,True,,
he/she thinks so,i-a-i[perf2],el,True,,
he/she thinks so,i-a-i,el,False,,
he/she is straightening it,cause[perf2],tshinohs,True,,
he/she is straightening it,cause[perf2],tshinohs,False,,
he/she is straightening it,cause[pres2-perf2],tshinohsih,False,,
he/she is straightening it,cause[pres2-perf2],tshinohsih,False,,
it is hanging,stative,ata',True,,
it is hanging,stative,ata',True,,
it is hanging,stative,a',True,,
it is hanging,stative,a',True,,
it is hanging,stative,',True,,
it is hanging,stative,',True,,
he/she is plowing it,i-vka,taluk,True,,
he/she is plowing it,i-vka,taluk,False,,
he/she is removing it from a hanging position,rev-e,at,True,,
he/she is removing it from a hanging position,rev-e,,True,,
he/she is turning it,cause,teyhst,True,,
he/she is turning it,cause,teyhst,False,,
he/she is turning it,cause[perf3],teyhst,False,,
he/she is turning it,cause[perf3],teyhst,False,,
he/she is turning it,cause[pres2],teyhstih,False,,
he/she is turning it,cause[pres2],teyhstih,False,,
he/she is turning it,cause[pres2-perf3],teyhstih,False,,
he/she is turning it,cause[pres2-perf3],teyhstih,False,,
he/she is spinning it,cause,tikwalvteyhst,True,,
he/she is spinning it,cause,tikwalvteyhst,False,,
he/she is spinning it,cause[perf3],tikwalvteyhst,False,,
he/she is spinning it,cause[perf3],tikwalvteyhst,False,,
he/she is spinning it,cause[pres2],tikwalvteyhstih,False,,
he/she is spinning it,cause[pres2],tikwalvteyhstih,False,,
he/she is spinning it,cause[pres2-perf3],tikwalvteyhstih,False,,
he/she is spinning it,cause[pres2-perf3],tikwalvteyhstih,False,,
he/she is strapping it,hih-lh,tlo,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is strapping it,hih-lh,tlo,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is standing,stative-k,to,True,,
he/she is standing,stative-k,to,True,,
he/she is standing,stative-k,to,False,,
he/she is standing,stative-k,to,False,,
he/she is standing,stative-k,to,True,imperative,Ambiguity implies lossy rule reversal
he/she is standing,stative-k,to,False,imperative,Ambiguity implies lossy rule reversal
he/she is standing,stative,tok,True,,
he/she is standing,stative,tok,True,,
he/she is standing,stative,tok,False,,
he/she is standing,stative,tok,False,,
he/she is standing,stative,tok,True,imperative,Ambiguity implies lossy rule reversal
he/she is standing,stative,tok,False,imperative,Ambiguity implies lossy rule reversal
he/she is pitying him/her,become,toli,True,,
he/she is pitying him/her,become,toli,False,,
he/she is pitying him/her,become[inf4],toli,False,,
he/she is pitying him/her,become[inf4],toli,False,,
he/she is dropping him/her,cause,atonht,True,,
he/she is dropping him/her,cause,onht,True,,
he/she is dropping him/her,cause[perf3],atonht,False,,
he/she is dropping him/her,cause[perf3],onht,False,,
he/she is dropping him/her,cause[pres2],atonhtih,False,,
he/she is dropping him/her,cause[pres2],onhtih,False,,
he/she is dropping him/her,cause[pres2-perf3],atonhtih,False,,
he/she is dropping him/her,cause[pres2-perf3],onhtih,False,,
it is falling from a hanging position,sk-s-hi-hihst,ato,True,present_1sg,Ambiguity implies lossy rule reversal
it is falling from a hanging position,sk-s-hi-hihst,o,True,present_1sg,Ambiguity implies lossy rule reversal
it is falling from a hanging position,sk-s-hst[imp2],ato,False,present_1sg,Ambiguity implies lossy rule reversal
it is falling from a hanging position,sk-s-hst[imp2],o,False,present_1sg,Ambiguity implies lossy rule reversal
it is falling from a hanging position,sk-s-hst,ato,False,present_1sg,Ambiguity implies lossy rule reversal
it is falling from a hanging position,sk-s-hst,o,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is baking it,hvsk-nh[inf2],tu,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is baking it,hvsk-nh[inf2],tu,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is rowing,sk-s-hst[imp2],kawe,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is rowing,sk-s-hst[imp2],kawe,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is rowing,sk-s-hst,kawe,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is rowing,sk-s-hst,kawe,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is pecking it,hih-lh[imp2],kwayo,True,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is pecking it,hih-lh[imp2],kwayo,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is putting it into a container,cause,lht,True,,
he/she is putting it into a container,cause,lht,True,,
he/she is putting it into a container,cause,lht,False,,
he/she is putting it into a container,cause,lht,False,,
he/she is putting it into a container,cause[perf3],lht,False,,
he/she is putting it into a container,cause[perf3],lht,False,,
he/she is putting it into a container,cause[perf3],lht,False,,
he/she is putting it into a container,cause[perf3],lht,False,,
he/she is putting it into a container,cause[pres2],lhtih,False,,
he/she is putting it into a container,cause[pres2],lhtih,False,,
he/she is putting it into a container,cause[pres2],lhtih,False,,
he/she is putting it into a container,cause[pres2],lhtih,False,,
he/she is putting it into a container,cause[pres2-perf3],lhtih,False,,
he/she is putting it into a container,cause[pres2-perf3],lhtih,False,,
he/she is putting it into a container,cause[pres2-perf3],lhtih,False,,
he/she is putting it into a container,cause[pres2-perf3],lhtih,False,,
he/she is sleeping,ih-vh[imperf2],lh,False,,
he/she is sleeping,ih-vh[imperf2],lh,False,,
he/she is sleeping,ih-vh[imperf2],lh,False,,
he/she is sleeping,ih-vh[imperf2],lh,False,,
he/she is gathering it,cause[perf2],lhihs,True,,
he/she is gathering it,cause[perf2],lhihs,True,,
he/she is gathering it,cause[perf2],lhihs,False,,
he/she is gathering it,cause[perf2],lhihs,False,,
he/she is gathering it,cause[pres2-perf2],lhihsih,False,,
he/she is gathering it,cause[pres2-perf2],lhihsih,False,,
he/she is gathering it,cause[pres2-perf2],lhihsih,False,,
he/she is gathering it,cause[pres2-perf2],lhihsih,False,,
he/she is piling it up,husk,l,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is piling it up,husk,l,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is putting it in a hole or a container,hvsk-han,l,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is putting it in a hole or a container,hvsk-han,l,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is putting it in a hole or a container,hvsk-han,l,True,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is putting it in a hole or a container,hvsk-han,l,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is sleepy,vnh-vsk,lh,False,,
he/she is sleepy,vnh-vsk,lh,False,,
he/she is sleepy,vnh-vsk,lh,False,,
he/she is sleepy,vnh-vsk,lh,False,,
he/she is sleepy,vnh-vsk[inf3],lh,True,,
he/she is sleepy,vnh-vsk[inf3],lh,True,,
he/she is sleepy,vnh-vsk[inf3],lh,False,,
he/she is sleepy,vnh-vsk[inf3],lh,False,,
he/she is taking it somewhere by hand,go,nh,True,,
he/she is taking it somewhere by hand,go,nh,True,,
he/she is taking it somewhere by hand,go,nh,False,,
he/she is taking it somewhere by hand,go,nh,False,,
he/she is taking it somewhere by hand,go[pres2],nhek,False,,
he/she is taking it somewhere by hand,go[pres2],nhek,False,,
he/she is taking it somewhere by hand,go[pres2],nhek,False,,
he/she is taking it somewhere by hand,go[pres2],nhek,False,,
he/she is handling it,be-at,nh,True,,
he/she is handling it,be-at,nh,True,,
he/she is handling it,be-at,nh,False,,
he/she is handling it,be-at,nh,False,,
he/she is handling it,be-at-weak,nhit,True,,
he/she is handling it,be-at-weak,nhit,True,,
he/she is handling it,be-at-weak,nhit,False,,
he/she is handling it,be-at-weak,nhit,False,,
he/she is eating it,e-aka,yh,True,,
he/she is eating it,e-aka,yh,True,,
he/she is eating it,e-aka,yh,False,,
he/she is eating it,e-aka,yh,False,,
he/she is ripping it,ih-vh,tsakal,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is ripping it,ih-vh,tsakal,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is scratching him/her,sk-s-la,tsaliko,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is scratching him/her,sk-s-la,tsaliko,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is scratching him/her,sk-s-hst,tsaliko,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is scratching him/her,sk-s-hst,tsaliko,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is pricking him/her,hih-lh[imp2],tsayo,True,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is pricking him/her,hih-lh[imp2],tsayo,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is wringing it out,cause,tsvwahst,True,,
he/she is wringing it out,cause,tsvwahst,False,,
he/she is wringing it out,cause[perf3],tsvwahst,False,,
he/she is wringing it out,cause[perf3],tsvwahst,False,,
he/she is wringing it out,cause[pres2],tsvwahstih,False,,
he/she is wringing it out,cause[pres2],tsvwahstih,False,,
he/she is wringing it out,cause[pres2-perf3],tsvwahstih,False,,
he/she is wringing it out,cause[pres2-perf3],tsvwahstih,False,,
he/she is stinging it,sk-h,tsvy,True,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is stinging it,sk-h,tsvy,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is stinging it,sk-h[imp2],tsvy,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is stinging it,sk-h[imp2],tsvy,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is leaving a living thing behind,leaving,khah,True,,
he/she is leaving a living thing behind,leaving,khah,True,,
he/she is leaving a living thing behind,leaving,khah,False,,
he/she is leaving a living thing behind,leaving,khah,False,,
he/she is giving him/her a living thing,apl,khan,True,,
he/she is giving him/her a living thing,apl,khan,True,,
he/she is giving him/her a living thing,apl,khan,False,,
he/she is giving him/her a living thing,apl,khan,False,,
he/she is giving him/her a living thing,apl[imp2],khan,False,,
he/she is giving him/her a living thing,apl[imp2],khan,False,,
he/she is giving him/her a living thing,apl[imp2],khan,False,,
he/she is giving him/her a living thing,apl[imp2],khan,False,,
he/she is wrapping him/her,vnh-vsk,kwhen,False,,
he/she is wrapping him/her,vnh-vsk,kwhen,False,,
he/she is wrapping him/her,vnh-vsk,kwhen,False,,
he/she is wrapping him/her,vnh-vsk,kwhen,False,,
he/she is wrapping him/her,vnh-vsk[inf2],kwhen,True,,
he/she is wrapping him/her,vnh-vsk[inf2],kwhen,True,,
he/she is wrapping him/her,vnh-vsk[inf2],kwhen,False,,
he/she is wrapping him/her,vnh-vsk[inf2],kwhen,False,,
he/she is putting it in a container,i-a-i,lat,True,,
he/she is putting it in a container,i-a-i,lat,False,,
he/she is putting it in a container,i-a-i,lat,True,,
he/she is putting it in a container,i-a-i,lat,False,,
he/she is putting it in a container,long,l,True,,
he/she is putting it in a container,long,l,False,,
he/she is putting it in a container,long,l,True,,
he/she is putting it in a container,long,l,False,,
he/she is putting it in a container,long-no-a,la,True,,
he/she is putting it in a container,long-no-a,la,False,,
he/she is putting it in a container,long-no-a,la,True,,
he/she is putting it in a container,long-no-a,la,False,,
he/she is taking it out of a container,rev-e,l,True,,
he/she is taking it out of a container,rev-e,l,False,,
he/she is taking it out of a container,rev-e,l,True,,
he/she is taking it out of a container,rev-e,l,False,,
he/she is burning,sk-s-hi-hihst,leyv,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is burning,sk-s-hi-hihst,leyv,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is burning,sk-s-hi-hihst,leyv,True,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is burning,sk-s-hi-hihst,leyv,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is burning,sk-s-hst[imp2],leyv,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is burning,sk-s-hst[imp2],leyv,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is burning,sk-s-hst[imp2],leyv,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is burning,sk-s-hst[imp2],leyv,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is burning,sk-s-hst,leyv,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is burning,sk-s-hst,leyv,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is burning,sk-s-hst,leyv,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is burning,sk-s-hst,leyv,False,present_1sg,Ambiguity implies lossy rule reversal
it is falling from an upright position,sk-s-hi-hihst,leyv,True,present_1sg,Ambiguity implies lossy rule reversal
it is falling from an upright position,sk-s-hi-hihst,leyv,False,present_1sg,Ambiguity implies lossy rule reversal
it is falling from an upright position,sk-s-hi-hihst,leyv,True,present_1sg;imperative,Ambiguity implies lossy rule reversal
it is falling from an upright position,sk-s-hi-hihst,leyv,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
it is falling from an upright position,sk-s-hst[imp2],leyv,False,present_1sg,Ambiguity implies lossy rule reversal
it is falling from an upright position,sk-s-hst[imp2],leyv,False,present_1sg,Ambiguity implies lossy rule reversal
it is falling from an upright position,sk-s-hst[imp2],leyv,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
it is falling from an upright position,sk-s-hst[imp2],leyv,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
it is falling from an upright position,sk-s-hst,leyv,False,present_1sg,Ambiguity implies lossy rule reversal
it is falling from an upright position,sk-s-hst,leyv,False,present_1sg,Ambiguity implies lossy rule reversal
it is falling from an upright position,sk-s-hst,leyv,False,present_1sg,Ambiguity implies lossy rule reversal
it is falling from an upright position,sk-s-hst,leyv,False,present_1sg,Ambiguity implies lossy rule reversal
it is burning,become,li,True,,
it is burning,become,ali,True,,
it is burning,become,ali,True,,
it is burning,become,li,True,imperative,Ambiguity implies lossy rule reversal
it is burning,become,ali,True,imperative,Ambiguity implies lossy rule reversal
it is burning,become,ali,True,imperative,Ambiguity implies lossy rule reversal
it is burning,become,li,False,,
it is burning,become,li,False,imperative,Ambiguity implies lossy rule reversal
it is burning,become,li,True,,
it is burning,become,ali,True,,
it is burning,become,ali,True,,
it is burning,become,li,True,,
it is burning,become,ali,True,,
it is burning,become,ali,True,,
it is burning,become,li,False,,
it is burning,become,li,False,,
it is burning,become,,True,,
it is burning,become,,True,,
it is burning,become,,True,imperative,Ambiguity implies lossy rule reversal
it is burning,become,,True,imperative,Ambiguity implies lossy rule reversal
it is burning,become,,True,,
it is burning,become,,True,,
it is burning,become,,True,,
it is burning,become,,True,,
it is burning,stative,alik,False,,
it is burning,stative,alik,False,,
it is burning,stative,alik,False,imperative,Ambiguity implies lossy rule reversal
it is burning,stative,alik,False,imperative,Ambiguity implies lossy rule reversal
it is burning,stative,alik,False,,
it is burning,stative,alik,False,,
it is burning,stative,alik,False,,
it is burning,stative,alik,False,,
it is dying,become,liwho,True,,
it is dying,become,liwho,False,,
it is dying,become,liwho,False,,
it is dying,become,liwho,False,,
he/she is hoeing it,i-vka,lok,True,,
he/she is hoeing it,i-vka,lok,False,,
he/she is hoeing it,i-vka,lok,True,,
he/she is hoeing it,i-vka,lok,False,,
he/she is stopping by,cause,lohihst,True,,
he/she is stopping by,cause,lohihst,False,,
he/she is stopping by,cause[perf3],lohihst,False,,
he/she is stopping by,cause[perf3],lohihst,False,,
he/she is stopping by,cause[pres2],lohihstih,False,,
he/she is stopping by,cause[pres2],lohihstih,False,,
he/she is stopping by,cause[pres2-perf3],lohihstih,False,,
he/she is stopping by,cause[pres2-perf3],lohihstih,False,,
he/she is overtaking him/her,apl,lohihs,False,,
he/she is overtaking him/her,apl,lohihs,False,,
he/she is overtaking him/her,apl[imp2],lohihs,True,,
he/she is overtaking him/her,apl[imp2],lohihs,False,,
he/she is overtaking him/her,apl[imp3],lohihs,False,,
he/she is overtaking him/her,apl[imp3],lohihs,False,,
he/she is bluffing him/her,cause,lonahst,True,,
he/she is bluffing him/her,cause,lonahst,False,,
he/she is bluffing him/her,cause,lonahst,True,,
he/she is bluffing him/her,cause,lonahst,False,,
he/she is bluffing him/her,cause[perf3],lonahst,False,,
he/she is bluffing him/her,cause[perf3],lonahst,False,,
he/she is bluffing him/her,cause[perf3],lonahst,False,,
he/she is bluffing him/her,cause[perf3],lonahst,False,,
he/she is bluffing him/her,cause[pres2],lonahstih,False,,
he/she is bluffing him/her,cause[pres2],lonahstih,False,,
he/she is bluffing him/her,cause[pres2],lonahstih,False,,
he/she is bluffing him/her,cause[pres2],lonahstih,False,,
he/she is bluffing him/her,cause[pres2-perf3],lonahstih,False,,
he/she is bluffing him/her,cause[pres2-perf3],lonahstih,False,,
he/she is bluffing him/her,cause[pres2-perf3],lonahstih,False,,
he/she is bluffing him/her,cause[pres2-perf3],lonahstih,False,,
he/she is oiling it,e-a,lon,True,,
he/she is oiling it,e-a,lon,False,,
he/she is oiling it,e-a,lon,True,,
he/she is oiling it,e-a,lon,False,,
he/she is making him/her fall from an elevated position,cause,lonht,True,,
he/she is making him/her fall from an elevated position,cause,lonht,False,,
he/she is making him/her fall from an elevated position,cause,lonht,True,,
he/she is making him/her fall from an elevated position,cause,lonht,False,,
he/she is making him/her fall from an elevated position,cause[perf3],lonht,False,,
he/she is making him/her fall from an elevated position,cause[perf3],lonht,False,,
he/she is making him/her fall from an elevated position,cause[perf3],lonht,False,,
he/she is making him/her fall from an elevated position,cause[perf3],lonht,False,,
he/she is making him/her fall from an elevated position,cause[pres2],lonhtih,False,,
he/she is making him/her fall from an elevated position,cause[pres2],lonhtih,False,,
he/she is making him/her fall from an elevated position,cause[pres2],lonhtih,False,,
he/she is making him/her fall from an elevated position,cause[pres2],lonhtih,False,,
he/she is making him/her fall from an elevated position,cause[pres2-perf3],lonhtih,False,,
he/she is making him/her fall from an elevated position,cause[pres2-perf3],lonhtih,False,,
he/she is making him/her fall from an elevated position,cause[pres2-perf3],lonhtih,False,,
he/she is making him/her fall from an elevated position,cause[pres2-perf3],lonhtih,False,,
he/she is cheating,apl-active-lh,lonuh,True,,
he/she is cheating,apl-active-lh,lonuh,False,,
he/she is cheating,apl-active-lh,lonuh,False,,
he/she is cheating,apl-active-lh,lonuh,False,,
he/she is passing by without stopping,sk-s-hi-hihst,lo,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is passing by without stopping,sk-s-hi-hihst,lo,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is passing by without stopping,sk-s-hi-hihst,lo,True,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is passing by without stopping,sk-s-hi-hihst,lo,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is passing by without stopping,sk-s-hst[imp2],lo,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is passing by without stopping,sk-s-hst[imp2],lo,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is passing by without stopping,sk-s-hst[imp2],lo,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is passing by without stopping,sk-s-hst[imp2],lo,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is passing by without stopping,sk-s-hst,lo,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is passing by without stopping,sk-s-hst,lo,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is passing by without stopping,sk-s-hst,lo,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is passing by without stopping,sk-s-hst,lo,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is falling from an elevated position,sk-s-hi-hihst,lo,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is falling from an elevated position,sk-s-hi-hihst,lo,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is falling from an elevated position,sk-s-hi-hihst,lo,True,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is falling from an elevated position,sk-s-hi-hihst,lo,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is falling from an elevated position,sk-s-hst[imp2],lo,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is falling from an elevated position,sk-s-hst[imp2],lo,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is falling from an elevated position,sk-s-hst[imp2],lo,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is falling from an elevated position,sk-s-hst[imp2],lo,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is falling from an elevated position,sk-s-hst,lo,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is falling from an elevated position,sk-s-hst,lo,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is falling from an elevated position,sk-s-hst,lo,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is falling from an elevated position,sk-s-hst,lo,False,present_1sg,Ambiguity implies lossy rule reversal
it’s lacking,become,lulo,True,,
it’s lacking,become,lulo,False,,
it’s lacking,become,lulo,True,,
it’s lacking,become,lulo,False,,
he/she is chopping it,sk-h,luy,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is chopping it,sk-h,luy,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is chopping it,sk-h,luy,True,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is chopping it,sk-h,luy,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is chopping it,sk-h[imp2],luy,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is chopping it,sk-h[imp2],luy,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is chopping it,sk-h[imp2],luy,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is chopping it,sk-h[imp2],luy,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is beating him/her up,hih-hil,lvn,True,present_1sg,Ambiguity implies lossy rule reversal
he/she is beating him/her up,hih-hil,lvn,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is beating him/her up,hih-hil,lvn,True,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is beating him/her up,hih-hil,lvn,False,present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is putting it in a hole or a container,vsk,l,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is putting it in a hole or a container,vsk,l,False,present_1sg,Ambiguity implies lossy rule reversal
he/she is putting it in a hole or a container,vsk,l,False,present_1sg,Ambiguity implies lossy rule reversal
